Card_ID,Card Network,Card Type,Segment,Issuer Bank,Issuance Country,Issue_Date,Expiry_Date,Status,_source_extract_date
CARD00308,Meridian Primary,Debit,Consumer,EuroTrust Bank,US,44136,2024-11-01,Active,2026-01-05
CARD00762,Meridian  Primary,Credit,Consumer,Pacific Rim Bank,IN,11/04/2021,2025-11-04,Active,2026-01-05
CARD00427,MERIDIAN PRIMARY,Credit,Consumer,Gulf Horizon Bank,US,43805,2023-12-06,Active,2026-01-05
CARD00767,Meridian Direct,Debit,Consumer,Silverline Bank,CA,21-01-2020,01/21/2024,Active,2026-01-05
CARD00306,Meridian Affiliate,Credit,Consumer,Northbridge Bank,India,2023-11-11,2027-11-11,Active,2026-01-05
CARD00595,Meridian  Direct,Credit,Consumer,Ridgeway Bank,IN,01/29/2021,2025-01-29, Active,2026-01-05
CARD00324,Meridian Primary,Debit,Consumer,Alta Financial,United States,2024-06-20,2028-06-20,ACTIVE,2026-01-05
CARD00780,Meridian Primary,Credit,Consumer, Pacific Rim Bank ,United States,2019-04-18,18-04-2023,Active,2026-01-05
CARD00082,Meridian Primary,Debit,Commercial,EuroTrust Bank,Mexico,2021-09-22,2025-09-22,Active,2026-01-05
CARD00711,Meridian Direct,Debit,Consumer,Harbor National Bank,IN,2020-02-23,2024-02-23,Active,2026-01-05
CARD00617,Meridian Primary,Credit,Consumer,Alta Financial,Canada,2024-07-31,2028-07-31,Active,2026-01-05
CARD00178,Meridian Primary,Credit,Consumer,Unity Trust Bank,United Kingdom,06/20/2020,06/20/2024,active,2026-01-05
CARD00642,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,United Kingdom,06/27/2021,06/27/2025,Active,2026-01-05
CARD00038,MERIDIAN PRIMARY,Credit,Consumer,Gulf Horizon Bank,US,2022-08-03,2026-08-03,active,2026-01-05
CARD00098,Meridian Primary,Debit,Consumer,Silverline Bank,GB,04/13/2020,2024-04-13,inactive,2026-01-05
CARD00727,Meridian Primary,Credit,Consumer  ,EuroTrust Bank,Japan,2020-10-27,2024-10-27,active,2026-01-05
CARD00203,Meridian Primary,Debit,Consumer,Silverline Bank,US,31-07-2023,2027-07-31,Active,2026-01-05
CARD00531,Meridian Direct,Debit,Consumer,Unity Trust Bank,Brazil,11/19/2023,2027-11-19, Active,2026-01-05
CARD00237,Meridian  Primary,Credit,Consumer,Crestview Bank,FR,2020-08-10,2024-08-10,Active,2026-01-05
CARD00150,Meridian Primary,Debit,  Consumer,Northbridge Bank,in,06/27/2020,06/27/2024,Active,2026-01-05
CARD00504,Meridian Direct,Credit,Consumer,Pacific Rim Bank,US,2022-04-23,2026-04-23, Inactive,2026-01-05
CARD00192,meridian direct,Debit,Consumer,Alta Financial  ,India,2023-11-27,46718,Active,2026-01-05
CARD00218,Meridian Direct,Debit,Consumer,Alta Financial,AU,11/13/2021,2025-11-13,active,2026-01-05
CARD00765,meridian primary,Debit,Consumer,Harbor National Bank,MX,2024-02-12,02/12/2028,Active,2026-01-05
CARD00446,Meridian Affiliate,Debit,Consumer,Andes Financial Group,SG,2025-03-22,03/22/2029,Active,2026-01-05
CARD00391,Meridian Affiliate,Credit,Consumer,EuroTrust Bank  ,MX,01/26/2019,26-01-2023,Active,2026-01-05
CARD00055,Meridian Primary,Credit,Consumer,Harbor National Bank,us,2019-07-06,06-07-2023,Active,2026-01-05
CARD00471,MERIDIAN PRIMARY,Debit,Consumer,Silverline Bank,FR,2019-01-29,2023-01-29,Blocked,2026-01-05
CARD00372,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,AU,05/21/2021,05/21/2025,ACTIVE,2026-01-05
CARD00436,Meridian Direct,Credit,Consumer,Unity Trust Bank,DE,2024-11-26,2028-11-26,Inactive,2026-01-05
CARD00750,Meridian  Primary,Debit,Consumer,Meridian Community Bank,DE,07/25/2022,2026-07-25,Active,2026-01-05
CARD00535,MERIDIAN DIRECT,Prepaid,Consumer,  EuroTrust Bank,us,2021-07-30,2025-07-30, Active,2026-01-05
CARD00710,MERIDIAN DIRECT,Debit,Consumer,Andes Financial Group,CA,2022-05-12,2026-05-12,Active,2026-01-05
CARD00194,Meridian  Primary,Debit,Consumer,Gulf Horizon Bank,United States,2024-08-30,08/30/2028,Active,2026-01-05
CARD00236,meridian direct,Debit,Consumer,Ridgeway Bank,DE,2023-09-04,2027-09-04,Inactive,2026-01-05
CARD00680,Meridian Direct,Credit,Consumer,Meridian Community Bank,BR,2025-08-10,2029-08-10,Active ,2026-01-05
CARD00056,Meridian Affiliate,Credit,Commercial,Silverline Bank,SG,04/22/2024,22-04-2028,Active,2026-01-05
CARD00300,Meridian Primary,Credit,Consumer,Northbridge Bank  ,IN,2024-06-18,2028-06-18,Active,2026-01-05
CARD00512,Meridian Primary,Debit,Consumer,Silverline Bank,India,19-11-2022,2026-11-19,Active,2026-01-05
CARD00142,MERIDIAN PRIMARY,Debit,Consumer,Northbridge Bank,us,02/17/2025,2029-02-17,Expired,2026-01-05
CARD00569,Meridian Affiliate,Credit,Consumer,Crestview Bank,MX,05/08/2025,2029-05-08,Active,2026-01-05
CARD00702,Meridian Primary,Credit,Consumer,Andes Financial Group,FR,18-05-2021,2025-05-18,Expired,2026-01-05
CARD00373,Meridian Primary,Debit,Consumer,Andes Financial Group,Brazil,07/17/2025,07/17/2029,Active,2026-01-05
CARD00408,MERIDIAN PRIMARY,Credit,Consumer,Silverline Bank,United States,2025-03-15,2029-03-15,Active,2026-01-05
CARD00121,Meridian Direct,Debit,NULL,Silverline Bank,AE,2024-01-16,2028-01-16,Active,2026-01-05
CARD00473,Meridian Primary,Debit,Consumer,  Northbridge Bank,DE,45189,09/20/2027,ACTIVE,2026-01-05
CARD00493,Meridian Primary,Debit,Consumer,EuroTrust Bank,DE,2022-02-04,46057,Active,2026-01-05
CARD00035,Meridian Affiliate,Credit,Commercial,Silverline Bank,br,17-12-2019,17-12-2023,expired,2026-01-05
CARD00612,Meridian  Direct,Credit,Consumer,Alta Financial,United States,2022-05-07,2026-05-07,Active,2026-01-05
CARD00004,Meridian Primary,Debit,Consumer,Northbridge Bank,United Arab Emirates,2023-02-25,02/25/2027,Active,2026-01-05
CARD00059,Meridian Primary,Debit,Consumer,Northbridge Bank,US,2021-02-27,27-02-2025,N/A,2026-01-05
CARD00224,Meridian Primary,Prepaid,Consumer,Unity Trust Bank,mx,2024-07-20,07/20/2028,Active,2026-01-05
CARD00488,Meridian  Primary,Credit,Consumer,EuroTrust Bank,CA,01/26/2023,01/26/2027, Active,2026-01-05
CARD00102,meridian primary,Credit,Consumer,Ridgeway Bank,United States,43904,45365,ACTIVE,2026-01-05
CARD00222,Meridian Primary,Credit,Consumer,Unity Trust Bank,United Kingdom,2023-07-10,07/10/2027,Active,2026-01-05
CARD00621,meridian primary,Credit,Consumer,Gulf Horizon Bank,AU,2023-10-25,2027-10-25, Active,2026-01-05
CARD00479,Meridian Affiliate,Credit,Commercial,Ridgeway Bank,AE,2021-08-25,25-08-2025,Active ,2026-01-05
CARD00053,Meridian Affiliate,Credit,Consumer,Northbridge Bank,us,2025-02-12,2029-02-12,Active,2026-01-05
CARD00018,Meridian Primary,Credit,Consumer,Silverline Bank,FR,2023-10-02,46662,active,2026-01-05
CARD00156,meridian primary,Credit,Consumer,Unity Trust Bank,DE,45367,16-03-2028,Active,2026-01-05
CARD00550,Meridian  Direct,Credit,Consumer,Gulf Horizon Bank,US,2023-11-07,2027-11-07,Active,2026-01-05
CARD00249,Meridian Affiliate,Debit,Commercial,EuroTrust Bank,DE,2024-05-30,2028-05-30,Active,2026-01-05
CARD00250,Meridian  Direct,Credit,Consumer,Pacific Rim Bank,MX,05/16/2020,05/16/2024,Active,2026-01-05
CARD00664,Meridian Primary,Debit,Consumer,Pacific Rim Bank,JP,2021-06-03,2025-06-03,active,2026-01-05
CARD00692,Meridian Primary,Credit,Consumer,Northbridge Bank,MX,02/01/2024,46784,active,2026-01-05
CARD00031,Meridian Primary,Credit,Consumer,Unity Trust Bank,US,15-06-2024,2028-06-15,Active,2026-01-05
CARD00636,Meridian Primary,Credit,Consumer,Silverline Bank,br,24-05-2023,24-05-2027,Active,2026-01-05
CARD00782,meridian primary,Credit,Commercial  ,Silverline Bank,India,07/13/2019,2023-07-13,Active ,2026-01-05
CARD00118,Meridian Primary,Prepaid,Consumer,Meridian Community Bank,AE,2025-03-29,29-03-2029,Active,2026-01-05
CARD00748,Meridian Primary,Debit,Consumer,Unity Trust Bank,US,2025-08-16,2029-08-16,Active,2026-01-05
CARD00117,Meridian Direct,Credit,Consumer,Crestview Bank,DE,2023-11-26,11/26/2027,active,2026-01-05
  CARD00633,meridian primary,Credit,Commercial,Crestview Bank,CA,04/30/2022,2026-04-30,active,2026-01-05
CARD00627,meridian primary,Credit,Consumer,Northbridge Bank,Japan,08/25/2025,2029-08-25,Expired,2026-01-05
CARD00397,Meridian Direct,Prepaid,Commercial,Andes Financial Group,US,44473,2025-10-04,Active ,2026-01-05
CARD00028,Meridian Primary,Credit,Consumer,Meridian Community Bank,DE,2024-08-26,08/26/2028,Active,2026-01-05
CARD00505,Meridian Direct,Debit,Consumer,Ridgeway Bank,MX,07/25/2019,25-07-2023,Active,2026-01-05
CARD00201,Meridian  Primary,Credit,Commercial,Harbor National Bank,GB,01/26/2025,47144,Active,2026-01-05
CARD00409,meridian affiliate,Credit,Consumer,Ridgeway Bank,JP,06/25/2022,06/25/2026,Active,2026-01-05
CARD00733,Meridian Primary,Debit,Consumer,Harbor National Bank,AU,2019-06-11,06/11/2023,Active,2026-01-05
CARD00769,Meridian  Primary,Debit,Consumer,Andes Financial Group,Germany,2019-05-07,2023-05-07,Active ,2026-01-05
CARD00603,Meridian Primary,Credit,Consumer,Crestview Bank,Germany,2021-01-28,01/28/2025,ACTIVE,2026-01-05
CARD00319,Meridian Primary,Credit,Consumer,Northbridge Bank,Australia,2019-02-11,44968,Active ,2026-01-05
CARD00281,Meridian Direct,Debit,Consumer,Silverline Bank,France,43774,05-11-2023,Inactive,2026-01-05
 CARD00770 ,Meridian Direct,Credit,Consumer,Andes Financial Group,US,45126,19-07-2027,Active,2026-01-05
CARD00691,Meridian Primary,Credit,Consumer,Alta Financial,CA,2019-10-18,10/18/2023,Active,2026-01-05
CARD00208,Meridian Primary,Debit,Consumer,Silverline Bank,BR,07/24/2020,2024-07-24,Active,2026-01-05
CARD00645,Meridian  Primary,Debit,Commercial,EuroTrust Bank,IN,17-07-2020,2024-07-17,Active,2026-01-05
CARD00024,Meridian  Primary,Credit,Commercial,Harbor National Bank,AU,05-01-2025,2029-01-05,active,2026-01-05
CARD00565,Meridian Primary,Debit,Consumer,Gulf Horizon Bank,IN,2019-09-28,2023-09-28,Active ,2026-01-05
CARD00609,meridian primary,Debit,Consumer,Ridgeway Bank,United States,43716,08-09-2023,Active,2026-01-05
CARD00155,Meridian Affiliate,Credit,Commercial,Ridgeway Bank,United States,2022-02-27,46080,Active ,2026-01-05
CARD00700,MERIDIAN PRIMARY,Debit,Consumer,Meridian Community Bank,CA,02/20/2024,2028-02-20,expired,2026-01-05
CARD00592,Meridian Primary,Credit,Commercial,Meridian Community Bank,in,2021-10-05,05-10-2025,Blocked,2026-01-05
CARD00639,Meridian Primary,Credit,Consumer,Silverline Bank,gb,03/03/2024,03/03/2028,active,2026-01-05
CARD00732,Meridian Direct,Debit,Consumer,Gulf Horizon Bank,IN,2022-04-21,2026-04-21,active,2026-01-05
CARD00578,Meridian Affiliate,Credit,Consumer,Ridgeway Bank,Singapore,06/25/2020,2024-06-25,Active,2026-01-05
CARD00456,Meridian Primary,Credit,Consumer,Northbridge Bank,AU,24-10-2020,2024-10-24,Active,2026-01-05
CARD00431,Meridian Primary,Debit,Consumer,Alta Financial,Japan,11/11/2022,2026-11-11,Active,2026-01-05
CARD00263,Meridian Primary,Debit,Consumer,Unity Trust Bank,IN,10/04/2023,2027-10-04,-,2026-01-05
CARD00083,Meridian Primary,Credit,Consumer,Unity Trust Bank,BR,06/29/2025,06/29/2029,Active,2026-01-05
CARD00404,Meridian Direct,Credit,Consumer,Ridgeway Bank,United Kingdom,2023-06-08,06/08/2027,active,2026-01-05
CARD00432,Meridian  Direct,Credit,Consumer,Crestview Bank,Australia,2021-04-04,04-04-2025,Active,2026-01-05
CARD00039,Meridian Direct,Debit,Commercial,Silverline Bank,us,2020-03-25,2024-03-25,ACTIVE,2026-01-05
CARD00718,meridian affiliate,Debit,Consumer,Ridgeway Bank,Mexico,2022-02-18,2026-02-18,Active,2026-01-05
CARD00334,MERIDIAN PRIMARY,Credit,Consumer,Ridgeway Bank,ae,2025-09-06,09/06/2029,Active,2026-01-05
CARD00011,Meridian Primary,Prepaid,Commercial,EuroTrust Bank,Germany,07/08/2021,45846,Inactive,2026-01-05
CARD00732,Meridian Direct,Debit,Consumer,Gulf Horizon Bank,IN,2022-04-21,2026-04-21,active,2026-01-05
CARD00320,Meridian Primary,Credit,Consumer,Meridian Community Bank,BR,2020-05-03,2024-05-03,Blocked,2026-01-05
CARD00033,Meridian Primary,Credit,Consumer,Crestview Bank,United States,2022-12-08,12/08/2026, Active,2026-01-05
CARD00713,Meridian Primary,Prepaid,Consumer,Meridian Community Bank,Canada,2024-09-18,2028-09-18,ACTIVE,2026-01-05
CARD00554,Meridian Primary,Debit,Consumer,Harbor National Bank,Japan,2024-08-23,2028-08-23, Active,2026-01-05
CARD00282,meridian primary,Credit,Commercial,EuroTrust Bank,Singapore,2022-11-22,22-11-2026,Active ,2026-01-05
CARD00460,Meridian Primary,Debit,Consumer,Ridgeway Bank,US,01/16/2022,2026-01-16,ACTIVE,2026-01-05
CARD00730,Meridian Primary,Credit,Consumer,Harbor National Bank,Japan,03/31/2024,2028-03-31,Active,2026-01-05
CARD00474,Meridian Direct,Credit,Commercial,Pacific  Rim Bank,IN,2025-04-17,2029-04-17,Active,2026-01-05
CARD00737,Meridian Primary,Credit,Consumer,Andes Financial Group,IN,20-07-2022,46223,active,2026-01-05
CARD00502,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,US,2024-06-04,04-06-2028,Active,2026-01-05
CARD00424,Meridian Primary,Prepaid,Consumer,Silverline Bank,jp,20-01-2022,2026-01-20, Active,2026-01-05
CARD00090,Meridian Primary,Credit,Consumer,Ridgeway Bank,United Kingdom,12-02-2025,12-02-2029, Active,2026-01-05
CARD00214,Meridian Primary,Credit,Consumer,Alta Financial,FR,44009,27-06-2024,Inactive,2026-01-05
CARD00322,Meridian Direct,Prepaid,Consumer,Andes Financial Group,Germany,43912,22-03-2024,ACTIVE,2026-01-05
CARD00682,Meridian Primary,Credit,Consumer,Northbridge Bank,BR,2025-09-28,2029-09-28,Active,2026-01-05
CARD00134,Meridian Primary,Credit,Consumer,Ridgeway Bank,US,15-01-2022,2026-01-15,Active,2026-01-05
CARD00347,Meridian Primary,Debit,Consumer,Gulf Horizon Bank,US,10-05-2025,2029-05-10,EXPIRED,2026-01-05
CARD00500,Meridian Affiliate,Debit,Consumer,Alta Financial,JP,45127,46588,Active,2026-01-05
CARD00008,Meridian Direct,Prepaid,Consumer,EuroTrust Bank,IN,2022-05-17,2026-05-17,Active,2026-01-05
CARD00478,Meridian Primary,Prepaid,Consumer,Andes Financial Group,Japan,2023-09-06,2027-09-06,Active ,2026-01-05
CARD00736,MERIDIAN DIRECT,Credit,Consumer,EuroTrust Bank,US,2019-12-11,11-12-2023,Active,2026-01-05
CARD00665,MERIDIAN PRIMARY,Prepaid,Consumer,Meridian Community Bank  ,de,2023-02-22,22-02-2027,ACTIVE,2026-01-05
CARD00188,Meridian Primary,Credit,Consumer,EuroTrust Bank,India,02/10/2024,2028-02-10,Inactive,2026-01-05
CARD00123,Meridian Primary,Debit,Consumer,EuroTrust Bank,us,2021-09-21,09/21/2025,active,2026-01-05
CARD00041,Meridian  Primary,Credit,Consumer,Ridgeway Bank,India,2024-02-27,46810,Active,2026-01-05
CARD00305,MERIDIAN DIRECT,Prepaid,Consumer,Crestview Bank,US,08/09/2022,2026-08-09, Active,2026-01-05
CARD00419,Meridian Primary,Debit,Consumer,Andes Financial Group,BR,44045,2024-08-02,active,2026-01-05
CARD00670,Meridian Primary,Debit, Consumer ,Pacific Rim Bank,France,2023-11-25,2027-11-25,Active,2026-01-05
CARD00173,MERIDIAN PRIMARY,Debit,Commercial,Pacific Rim Bank,jp,29-05-2020,2024-05-29,Active,2026-01-05
CARD00285,Meridian Primary,Prepaid,Consumer,Meridian Community Bank,Germany,08/12/2021,12-08-2025, Active,2026-01-05
CARD00717,meridian direct,Debit,Consumer,Unity Trust Bank,India,2022-12-12,12-12-2026,Active,2026-01-05
CARD00241,meridian affiliate,Credit,Consumer,Gulf Horizon Bank,IN,03/13/2020,13-03-2024,Active,2026-01-05
CARD00657,Meridian Primary,Debit,Consumer,Unity Trust Bank,IN,2021-07-17,2025-07-17,Active,2026-01-05
CARD00526,Meridian Primary,Credit,Consumer,Andes Financial Group,MX,01/04/2021,04-01-2025,ACTIVE,2026-01-05
CARD00486,MERIDIAN AFFILIATE,Credit,Consumer,Andes Financial Group,Germany,2023-06-02,02-06-2027,ACTIVE,2026-01-05
CARD00570,Meridian  Primary,Credit,Consumer,Crestview Bank,IN,2024-10-29,2028-10-29,Active,2026-01-05
CARD00246,Meridian Affiliate,Debit,Consumer,Unity Trust Bank,Canada,2019-07-11,07/11/2023,ACTIVE,2026-01-05
CARD00057,Meridian Primary,Credit,Consumer,Silverline Bank,in,2019-11-24,24-11-2023,Active,2026-01-05
CARD00650,Meridian Primary,Debit,Consumer,Pacific Rim Bank,US,05/31/2021,05/31/2025,Active,2026-01-05
CARD00072,Meridian Primary,Credit,Commercial,Silverline Bank,US,2025-06-03,06/03/2029,Active,2026-01-05
CARD00608,Meridian Primary,Debit,Commercial,Harbor National Bank,US,2021-03-26,26-03-2025,Active,2026-01-05
CARD00146,Meridian  Primary,Credit,Consumer,Meridian Community Bank,GB,2022-09-08,2026-09-08,Active,2026-01-05
CARD00091,Meridian Primary,Debit,Consumer,Alta Financial,US,45674,2029-01-17,BLOCKED,2026-01-05
CARD00167,Meridian Primary,Debit,Consumer,EuroTrust Bank,MX,25-08-2019,2023-08-25,ACTIVE,2026-01-05
CARD00494,Meridian Primary,Debit,Consumer,Crestview Bank,US,21-01-2025,2029-01-21,Expired,2026-01-05
CARD00171,Meridian Primary,Debit,Consumer,Meridian Community Bank,JP,11/08/2022,11/08/2026,Active,2026-01-05
CARD00311,Meridian Primary,Debit,Consumer,Andes Financial Group,US,2023-03-21,2027-03-21, Active,2026-01-05
CARD00472,Meridian Affiliate,Debit,Consumer,Andes Financial Group,Japan,2019-07-10,2023-07-10,ACTIVE,2026-01-05
CARD00360,MERIDIAN PRIMARY,Credit,Consumer,Andes Financial Group,SG,2023-12-08,2027-12-08,ACTIVE,2026-01-05
CARD00094,Meridian  Primary,Credit,Consumer, Andes Financial Group ,DE,11/23/2020,23-11-2024,Active,2026-01-05
CARD00483,Meridian Primary,Debit,Consumer,Pacific Rim Bank,SG,2024-05-19,2028-05-19,ACTIVE,2026-01-05
CARD00708,Meridian  Direct,Credit,-,Alta Financial,GB,15-12-2021,12/15/2025,Active,2026-01-05
CARD00607,meridian primary,Debit,Consumer,Crestview Bank,US,2022-08-13,2026-08-13, Active,2026-01-05
CARD00377,Meridian Direct,Debit,Consumer,Ridgeway Bank,FR,45615,2028-11-19,Active,2026-01-05
CARD00244,Meridian Primary,Debit,Consumer,Alta Financial,US,2020-08-04,2024-08-04,NULL,2026-01-05
CARD00088,Meridian Primary,Credit,Consumer,Northbridge Bank,US,2025-07-06,06-07-2029, Active,2026-01-05
CARD00215,Meridian Direct,Debit,Consumer,EuroTrust Bank,Canada,05/06/2022,06-05-2026, Active,2026-01-05
CARD00345,Meridian Primary,Credit,Consumer,EuroTrust Bank,DE,2022-08-25,2026-08-25, Active,2026-01-05
CARD00174,Meridian Primary,Credit,Commercial,Alta Financial,US,02/22/2024,2028-02-22,Inactive,2026-01-05
CARD00641,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,Canada,2019-08-10,08/10/2023,active,2026-01-05
CARD00292,Meridian Primary,Debit,Consumer,unknown,GB,11/01/2024,2028-11-01,active,2026-01-05
CARD00626,Meridian Primary,Prepaid,Consumer,Pacific Rim Bank,SG,2023-06-06,2027-06-06,Active ,2026-01-05
CARD00119,Meridian Direct,Debit,Commercial,Pacific Rim Bank,United States,17-07-2025,2029-07-17,Active,2026-01-05
CARD00120,Meridian Primary,Credit,Consumer,Ridgeway Bank,IN,08/28/2022,2026-08-28,Expired,2026-01-05
CARD00164,Meridian Primary,Credit,Consumer,Northbridge Bank,US,2023-08-01,01-08-2027,Active,2026-01-05
CARD00515,Meridian  Primary,Credit,Consumer,Alta Financial,IN,2020-10-10,2024-10-10,Blocked,2026-01-05
CARD00385,meridian direct,Credit,Consumer,Alta Financial,India,44205,2025-01-09,ACTIVE,2026-01-05
CARD00532,meridian affiliate,Debit,Consumer,unknown,US,10/31/2022,10/31/2026, Active,2026-01-05
CARD00395,Meridian Primary,Credit,Consumer, Pacific Rim Bank ,United Kingdom,10/31/2023,31-10-2027,Active,2026-01-05
CARD00402,Meridian Affiliate,Credit,Consumer,Alta Financial,IN,2024-05-01,01-05-2028,Active,2026-01-05
CARD00405,MERIDIAN PRIMARY,Credit,Consumer,Crestview Bank,India,05/08/2023,46515, Active,2026-01-05
CARD00651,Meridian  Primary,Credit,Consumer,EuroTrust Bank,IN,2022-12-08,46364,Active,2026-01-05
CARD00492,Meridian Primary,Credit,Commercial,EuroTrust Bank,Brazil,2021-09-18,09/18/2025, Active,2026-01-05
CARD00163,Meridian Primary,Credit,Consumer,Northbridge Bank,GB,2025-06-25,06/25/2029,Active,2026-01-05
CARD00321  ,MERIDIAN PRIMARY,Debit,Consumer,Unity Trust Bank,IN,03-10-2022,2026-10-03,Active,2026-01-05
CARD00115,meridian primary,Debit,Consumer,Crestview Bank,MX,15-10-2019,10/15/2023,Active,2026-01-05
CARD00159,Meridian Primary,Credit,Consumer,Unity Trust Bank,MX,2024-09-07,2028-09-07,Expired,2026-01-05
CARD00151,Meridian Affiliate,Debit,Consumer,Unity Trust Bank,France,2022-10-07,07-10-2026,Active,2026-01-05
CARD00566,Meridian Primary,Credit,Commercial,Silverline Bank,JP,2025-01-09,2029-01-09,Active,2026-01-05
CARD00418,MERIDIAN PRIMARY,Debit,Commercial,Unity Trust Bank,AU,2020-04-19,04/19/2024,Active,2026-01-05
CARD00602,Meridian Primary,Credit,Consumer,Pacific Rim Bank,US,2024-10-13,13-10-2028,Active,2026-01-05
CARD00369,Meridian Primary,Credit,Consumer,Silverline Bank,United States,2020-05-13,05/13/2024,Blocked,2026-01-05
CARD00032,Meridian  Primary,Credit,Consumer,Alta Financial,Singapore,2020-03-05,2024-03-05,Active,2026-01-05
CARD00378,Meridian Primary,Credit,Consumer,Andes Financial Group,United Arab Emirates,01/02/2022,2026-01-02,ACTIVE,2026-01-05
CARD00795  ,Meridian Primary,Debit,Commercial,Pacific Rim Bank,US,45163,2027-08-25,Active,2026-01-05
CARD00021,Meridian Primary,Debit,Consumer,Meridian Community Bank,IN,2021-02-14,2025-02-14,Expired,2026-01-05
CARD00114,MERIDIAN DIRECT,Credit,Consumer,Ridgeway Bank,Mexico,2020-01-25,2024-01-25,Active,2026-01-05
CARD00701,Meridian Primary,Credit,Consumer,Andes Financial Group,France,2020-07-11,2024-07-11,Active,2026-01-05
CARD00001,Meridian Primary,Debit,Consumer,Meridian Community Bank,CA,2019-02-21,02/21/2023,Blocked,2026-01-05
CARD00599  ,Meridian Primary,Debit,Consumer,Alta Financial,FR,02/28/2025,2029-02-28,Blocked,2026-01-05
CARD00689,Meridian  Direct,Credit,Consumer,Harbor National Bank,GB,2023-11-17,46708,Active,2026-01-05
CARD00771,Meridian Primary,Debit,Consumer,Andes Financial Group,CA,2024-12-17,12/17/2028,Active,2026-01-05
CARD00548,MERIDIAN PRIMARY,Credit,Consumer,Andes Financial Group,United States,08/27/2023,46626,Active,2026-01-05
CARD00541,Meridian Affiliate,Credit,Consumer,Northbridge Bank,SG,05/18/2021,18-05-2025,Active ,2026-01-05
CARD00259,Meridian Primary,Credit,Consumer,Silverline Bank,SG,2024-04-19,2028-04-19,Active,2026-01-05
CARD00784,Meridian Primary,Credit,Consumer,Unity Trust Bank,France,22-01-2023,01/22/2027,Active ,2026-01-05
CARD00315,MERIDIAN DIRECT,Debit,Consumer,Andes Financial Group,Australia,12/17/2020,2024-12-17,Active,2026-01-05
CARD00687,meridian primary,Credit,Commercial,Meridian Community Bank,IN,12-11-2024,2028-11-12,Active,2026-01-05
CARD00136,MERIDIAN PRIMARY,Credit,  Commercial,Crestview Bank,us,04/11/2022,11-04-2026,active,2026-01-05
CARD00544,Meridian Primary,Debit,Consumer,EuroTrust Bank,US,2025-05-09,09-05-2029,Active,2026-01-05
CARD00005,Meridian  Primary,Credit,Consumer,Northbridge Bank,DE,2024-03-30,03/30/2028,Active,2026-01-05
CARD00558,Meridian Primary,Credit,Consumer,EuroTrust Bank,BR,05/20/2024,2028-05-20,Active ,2026-01-05
CARD00325,Meridian Affiliate,Debit,Consumer,Ridgeway Bank,GB,2023-03-12,2027-03-12,Active,2026-01-05
CARD00331,Meridian Primary,Debit,Consumer,Northbridge Bank,FR,2022-04-27,04/27/2026,Active,2026-01-05
CARD00790,meridian affiliate,Debit,Consumer,Crestview Bank,India,44268,2025-03-13,Active,2026-01-05
CARD00340,Meridian Primary,Debit,Consumer,Gulf Horizon Bank,MX,05/16/2025,16-05-2029,Active,2026-01-05
CARD00298,Meridian  Primary,Credit,Consumer,Northbridge Bank,AU,2021-03-07,07-03-2025,Active,2026-01-05
CARD00081,Meridian  Direct,Credit,Consumer,Ridgeway Bank,CA,2024-03-21,21-03-2028,Active,2026-01-05
CARD00695,Meridian Primary,Debit,Consumer,Harbor National Bank,JP,2019-11-19,19-11-2023,ACTIVE,2026-01-05
CARD00027,Meridian Primary,Credit,Consumer,Crestview Bank,United Arab Emirates,2020-08-15,2024-08-15,Active,2026-01-05
CARD00686,Meridian Primary,Credit,Consumer,Silverline Bank,India,44025,2024-07-13,Inactive,2026-01-05
CARD00217,Meridian  Primary,Credit,Consumer,Andes Financial Group,CA,2025-03-22,03/22/2029,Active,2026-01-05
CARD00604,meridian primary,Debit,Consumer,None,FR,2021-06-29,06/29/2025,Active,2026-01-05
CARD00344,meridian primary,Debit,Consumer,Andes Financial Group,in,02/11/2023,2027-02-11,Active,2026-01-05
CARD00588,Meridian Primary,Credit,Consumer,Harbor National Bank,United States,2022-07-25,2026-07-25,Active,2026-01-05
CARD00506,Meridian  Primary,Debit,Consumer,Gulf Horizon Bank,DE,45742,2029-03-26,INACTIVE,2026-01-05
CARD00365,Meridian Affiliate,Credit,Consumer,Ridgeway Bank,in,05/02/2025,47240,Active ,2026-01-05
CARD00499,MERIDIAN AFFILIATE,Debit,Consumer,Andes  Financial Group,MX,06-03-2023,2027-03-06,Active,2026-01-05
CARD00148,Meridian Primary,Prepaid,Consumer,Unity Trust Bank,Germany,2020-06-18,18-06-2024,active,2026-01-05
  CARD00015,meridian primary,Debit,Consumer,Harbor National Bank,France,2020-03-16,03/16/2024,inactive,2026-01-05
CARD00175,Meridian Primary,Credit,Consumer,Crestview Bank,IN,2021-05-17,2025-05-17,Active,2026-01-05
CARD00087,Meridian Direct,Debit,Commercial,Unity Trust Bank  ,US,2025-03-09,2029-03-09,Active,2026-01-05
CARD00371,Meridian Primary,Debit,Consumer,Pacific Rim Bank,US,07-02-2022,2026-02-07,Active,2026-01-05
CARD00166,Meridian Direct,Credit,Consumer,Northbridge Bank,GB,2023-12-04,2027-12-04,Active ,2026-01-05
