TXN_ID,TXN_DATE,CARD_NO,MERCH_ID,TYPE,AMT,CCY,STATUS,FLAG_INTL
TXN0015786,15-02-2024,CARD00624,MERC00335,CASH ADVANCE,508.76,CAD,A,0
TXN0012417,29-06-2024,CARD00013,MERC00011,PURCHASE,130.61,USD,A,1
TXN0001582,30-01-2024,CARD00448,MERC00340,PURCHASE,49.14,CAD,A,0
TXN0014665,20-04-2024,CARD00190,MERC00172,PURCHASE,38.08,JPY,A,0
TXN0010798,15-03-2024,CARD00690,MERC00070,PURCHASE,44.94,AUD,A,0
TXN0008907,23-06-2024,CARD00699,MERC00143,PURCHASE,18.92,USD,A,0
TXN0005039,25-01-2024,CARD00034,MERC00180,PURCHASE,7.98,USD,A,0
TXN0003858,05-04-2024,CARD00322,MERC00324,PURCHASE,163.97,EUR,A,0
TXN0013918,10-04-2024,CARD88276,MERC00257,PURCHASE,$148.04,INR,A,0
TXN0007236,45412,CARD00770,MERC00341, BALANCE TRANSFER ,908.69,USD,A,0
TXN0005953,24-01-2024,CARD00423,MERC00124,PURCHASE,271.95,EUR,A,1
TXN0002774,08-04-2024,CARD00647,MERC00083,BALANCE TRANSFER,375.51,INR,A,0
TXN0007953,22-06-2024,CARD00594,MERC00081,PURCHASE,228.81,CAD,A,0
TXN0014657,05-01-2024,CARD00713,MERC00374,ATM WITHDRAWAL,20.0,CAD,D,1
TXN0013839,27-02-2024,CARD00076,MERC00134,PURCHASE,14.16,INR,A,0
TXN0002779,23-01-2024,CARD00355  ,MERC00354,PURCHASE,259.24,USD,A,0
TXN0006723,16-06-2024,CARD00519,MERC00386,ATM WITHDRAWAL,60.0,INR,A,0
TXN0013818,25-04-2024,CARD00582,MERC00354,PURCHASE,144.23,USD,A,0
TXN0006714,23-06-2024,CARD00582,MERC00384,ATM WITHDRAWAL,$200.00,USD,A,0
TXN0007855,45418,CARD00720,MERC00195,BALANCE TRANSFER,$569.46,INR,A,0
TXN0012010,29-05-2024,CARD00379,MERC00209,PURCHASE,344.46,USD,A,0
TXN0014384,03-02-2024,CARD00497,MERC00303,PURCHASE,38.61,USD,A,0
TXN0003205,22-02-2024,CARD00333,MERC00345,PURCHASE,39.21,EUR,A,0
TXN0005329,20-02-2024,CARD00742,MERC00393,ATM WITHDRAWAL,100.0,CAD,A,1
TXN0002986,45433,CARD00548,MERC00225,PURCHASE,61.81,USD,A,0
TXN0005503,25-06-2024,CARD88983,MERC00217,PURCHASE,90.67,BRL,A,0
TXN0013859,07-05-2024,CARD00304,MERC00289,BALANCE TRANSFER,1109.43,BRL,A,0
TXN0011685,45405,CARD00288,MERC00266,PURCHASE,54.87,CAD,A,0
TXN0000473,03-03-2024,CARD00249,MERC00347,BALANCE TRANSFER,1817.19,EUR,A,0
TXN0015866,02-04-2024,CARD00437,MERC00122,PURCHASE,46.65,EUR,A,0
TXN0003673,10-03-2024,CARD00187,MERC00225,PURCHASE,58.22,USD,A,0
TXN0007990,22-02-2024,CARD00470,MERC00147,PURCHASE,28.0,USD,A,0
TXN0012544,45358,CARD00696,MERC00388,ATM WITHDRAWAL,100.0,INR,D,0
TXN0015173,10-04-2024,CARD00462,MERC00072,PURCHASE,30.87,CAD,A,0
TXN0008330,15-06-2024,CARD00499,MERC00033,PURCHASE,270.32,MXN,A,0
TXN0004845,04-01-2024,CARD00234,MERC00384,ATM WITHDRAWAL,40.0,USD,A,0
TXN0013984,04-01-2024,CARD00233,MERC00211,PURCHASE,53.59,INR,A,0
TXN0011607,03-05-2024,CARD00483,MERC00399,ATM WITHDRAWAL,150.0,SGD,A,1
TXN0003642,11-05-2024,CARD00769,MERC00186,PURCHASE,213.98,EUR,A,0
TXN0008204,18-02-2024,CARD00578,MERC00170,PURCHASE,41.79,SGD,A,0
TXN0001433,22-03-2024,CARD00385,MERC00011  ,PURCHASE,$40.87,INR,A,0
TXN0005654,45403,CARD00644,MERC00127,PURCHASE,261.21,GBP,A,0
TXN0009411,03-06-2024,CARD00458,MERC00287,BALANCE TRANSFER,1033.03,AUD,A,0
TXN0007476 ,29-02-2024,CARD00554,MERC00142,PURCHASE,41.26,JPY,A,1
TXN0005543,31-01-2024,CARD00354,MERC00400,ATM WITHDRAWAL,100.0,BRL,A,0
TXN0009593,45378,CARD00221,MERC00012,PURCHASE,$125.81,SGD,A,0
TXN0015139,05-02-2024,CARD88164,MERC00062, PURCHASE ,14.17,EUR,A,0
TXN0012280,45433,CARD00632,MERC00181,PURCHASE,23.88,CAD,A,0
TXN0012428,45370,CARD00509,  MERC00125,PURCHASE,88.81,USD,A,0
TXN0003757,23-05-2024,CARD00393,MERC00063,CASH ADVANCE,190.6,BRL,A,0
TXN0006475,02-01-2024,CARD00132,MERC00293,CASH ADVANCE,509.46,INR,A,0
TXN0014270,21-03-2024,CARD00585,MERC00077,PURCHASE,22.04,INR,A,1
TXN0013317,14-03-2024,CARD00285,MERC00196,PURCHASE,19.86,EUR,A,0
TXN0001009,25-01-2024,CARD00302,MERC00105,PURCHASE,32.12,EUR,A,0
TXN0014813,20-03-2024,CARD00527,MERC00198,PURCHASE,323.36,EUR,A,0
TXN0008786,45425,CARD00220,MERC00252,PURCHASE,$48.50,USD,A,0
TXN0011850,05-05-2024,CARD00589,MERC00373,ATM WITHDRAWAL,200.0,GBP,A,0
TXN0012604,22-03-2024,CARD00648,MERC00087,PURCHASE,21.6,USD,D,0
TXN0010735,05-03-2024,CARD00456,MERC00316,PURCHASE,29.29,AUD,A,0
TXN0014100,45440,CARD00596,MERC00311,PURCHASE,77.76,AUD,A,0
TXN0002651,27-01-2024,CARD00042,MERC00391,ATM WITHDRAWAL,300.0,USD,A,0
TXN0012310,45296,CARD00678,MERC00107,PURCHASE,64.94,CAD,D,0
TXN0013573,13-02-2024,CARD00121,MERC00363,PURCHASE,12.33,AED,A,0
TXN0014778,20-01-2024,CARD00124,MERC00376,ATM WITHDRAWAL,20.0,INR,D,0
TXN0004081,22-06-2024,CARD00574,MERC00110,PURCHASE,393.18,EUR,A,0
TXN0002585,45324,CARD00644,MERC00254,PURCHASE,71.48,GBP,A,0
TXN0002473,30-03-2024,CARD00033,MERC00123,PURCHASE,26.43,USD,A,0
TXN0003488,18-02-2024,CARD00638,MERC00089,PURCHASE,48.47,AED,A,0
TXN0011503,23-04-2024,CARD00492,MERC00379,ATM WITHDRAWAL,60.0,BRL,A,0
TXN0010916,24-06-2024,CARD00544,MERC00038,PURCHASE,52.75,USD,A,0
TXN0002003,02-05-2024,CARD00051,MERC00052,PURCHASE,$74.83,GBP,A,0
TXN0011895,03-06-2024,CARD00435,MERC00298,BALANCE TRANSFER,393.46,USD,A,0
  TXN0015656,08-02-2024,CARD00714,MERC00308 ,PURCHASE,37.45,USD,A,0
TXN0004566,21-06-2024,CARD00560,MERC00280,PURCHASE,69.08,BRL,A,0
TXN0010453,07-05-2024,CARD00766,MERC00009  ,PURCHASE,33.61,GBP,A,0
TXN0005459,45445,CARD00024,MERC00244,CASH ADVANCE,132.37,AUD,A,0
TXN0007103,30-06-2024,CARD00277,MERC00289,PURCHASE,132.81,BRL,A,0
TXN0003074,45362,CARD00774,MERC00286,PURCHASE,31.95,GBP,A,0
TXN0001193,45296,CARD00757,MERC00320,CASH ADVANCE,123.08,USD,A,0
TXN0008045,09-05-2024,CARD00414,MERC00174,PURCHASE,37.64,USD,A,0
TXN0004479,21-01-2024,CARD00332,MERC00390,ATM WITHDRAWAL,$100.00,MXN,D,0
 TXN0002281 ,19-01-2024,CARD00709,MERC00384,ATM WITHDRAWAL,500.0,USD,A,0
TXN0008455,01-03-2024,CARD00631,MERC00143,PURCHASE,155.57,AUD,A,1
TXN0013146,16-01-2024,CARD00153,MERC00354,BALANCE TRANSFER,1725.86,USD,A,0
TXN0000050,14-05-2024,CARD00349,MERC00263,PURCHASE,41.93,BRL,A,0
TXN0015728,20-05-2024,CARD00080,MERC00018,PURCHASE,101.11,USD,A,0
TXN0005973,13-02-2024,CARD00722,MERC00353,PURCHASE,232.59,AUD,A,0
TXN0011499,10-03-2024,CARD00581,MERC00246,PURCHASE,$20.55,USD,A,0
TXN0005712,23-02-2024,CARD00110,MERC00179,PURCHASE,16.09,AUD,D,0
TXN0013829,25-01-2024,CARD00119,MERC00110,PURCHASE,549.8,USD,A,1
TXN0010205,45411,CARD00736,MERC00183,PURCHASE,74.34,USD,A,0
TXN0001923,08-02-2024,CARD00590,MERC00103,PURCHASE,23.18,EUR,A,0
TXN0007928,20-04-2024,CARD00163,MERC00385,ATM WITHDRAWAL,$100.00,GBP,A,0
TXN0001320,06-06-2024,CARD00234,MERC00341,PURCHASE,19.35,USD,A,0
TXN0003120,26-03-2024,CARD00371,MERC00202,PURCHASE,24.22,USD,A,0
TXN0004370,27-04-2024,CARD00009,MERC00025,PURCHASE,26.17,USD,A,0
TXN0002578,45355,CARD00684,MERC00291,PURCHASE,22.56,EUR,A,0
TXN0000238,08-04-2024,CARD00172,MERC00276,PURCHASE,16.46,INR,A,0
TXN0006019,16-01-2024,CARD00543,MERC00209,BALANCE TRANSFER,1443.08,USD,A,0
TXN0015676,08-06-2024,CARD00367, MERC00328 ,PURCHASE,44.1,CAD,A,0
TXN0012289,21-03-2024,CARD00026,MERC00018,PURCHASE,$42.74,USD,A,0
TXN0001326,14-03-2024,CARD00621,MERC00164,PURCHASE,17.06,AUD,A,0
TXN0010909,45336,CARD00317,MERC00254,PURCHASE,302.48,AED,A,1
TXN0014300,27-06-2024,CARD00291,MERC00202,PURCHASE,165.09,JPY,A,1
TXN0006270,11-05-2024,CARD00716,MERC00192,PURCHASE,56.52,MXN,A,0
TXN0001136,29-04-2024,CARD00444,MERC00225,PURCHASE,84.82,USD,A,0
TXN0013889,20-02-2024,CARD00141,MERC00327,BALANCE TRANSFER,458.9,EUR,A,0
TXN0015583,21-02-2024,CARD00543,MERC00365,PURCHASE,58.57,USD,A,0
TXN0008820,18-06-2024,CARD00052,MERC00040,PURCHASE,34.43,BRL,A,0
TXN0009120,02-05-2024,CARD00074,MERC00237,PURCHASE,32.62,SGD,A,0
TXN0009725,13-02-2024,CARD00639,MERC00385,ATM WITHDRAWAL,100.0,GBP,A,0
TXN0006394,24-02-2024,CARD00090,MERC00067,BALANCE TRANSFER,576.01,GBP,A,0
TXN0006016,10-03-2024,CARD00660,MERC00149,PURCHASE,7.25,INR,A,0
TXN0009367,23-05-2024,CARD00356,MERC00320,PURCHASE,84.0,USD,D,0
TXN0007641,08-02-2024,CARD00183,MERC00237,PURCHASE,25.85,SGD,A,0
TXN0003949,29-06-2024,CARD00717,  MERC00046,BALANCE TRANSFER,1003.28,INR,A,0
TXN0014879,26-02-2024,CARD00493,MERC00333,PURCHASE,39.01,EUR,A,0
TXN0000806,18-05-2024,CARD00313,MERC00386,ATM WITHDRAWAL,150.0,CAD,A,1
TXN0000612,03-06-2024,CARD00075,MERC00169,PURCHASE,30.14,INR,A,0
TXN0001024,26-05-2024,CARD00053,MERC00133,CASH ADVANCE,386.11,USD,A,0
  TXN0014553,28-05-2024,CARD00617,MERC00193,PURCHASE  ,62.32,CAD,A,1
TXN0009209,10-03-2024,CARD00426,MERC00268,PURCHASE,97.99,INR,A,0
TXN0011873,45435,CARD00104,MERC00285,PURCHASE,19.85,GBP,A,0
TXN0011129,07-04-2024,CARD00332,MERC00275,PURCHASE,$34.19,MXN,A,0
TXN0004396,45355,CARD00594,MERC00307,PURCHASE,51.5,CAD,A,0
TXN0005327,31-01-2024,CARD00477,MERC00190,PURCHASE,14.63,SGD,A,0
TXN0014216,45471,CARD00737,MERC00242,PURCHASE,13.58,INR,A,0
TXN0009119,06-04-2024,CARD00407,MERC00319,PURCHASE,39.71,USD,A,0
TXN0003456,45355,CARD00019,MERC00292,PURCHASE,104.58,GBP,A,0
TXN0012545,15-01-2024,CARD00736,MERC00147,PURCHASE,8.96,USD,A,0
TXN0011801,05-01-2024,CARD00617  ,MERC00101,CASH ADVANCE,442.31,CAD,A,1
TXN0004298,20-03-2024,CARD00365,MERC00376,ATM WITHDRAWAL,300.0,INR,A,0
TXN0013151,24-06-2024,CARD00115,MERC00027,PURCHASE,$153.52,MXN,A,0
TXN0009203,25-06-2024,CARD00330,MERC00364,PURCHASE,53.26,JPY,A,0
TXN0012984,26-04-2024,CARD00439,MERC00062,PURCHASE,14.77,EUR,A,0
TXN0004820,06-06-2024,CARD00490,MERC00363,PURCHASE,60.31,AED,A,0
TXN0013852,20-04-2024,CARD00402,MERC00126,PURCHASE,38.83,INR,A,0
TXN0003974,45348,CARD00567,MERC00298,PURCHASE,$63.57,USD,A,0
TXN0005977,17-03-2024,CARD00199,  MERC00042,PURCHASE,29.06,USD,A,0
TXN0014425,03-03-2024,CARD00143,MERC00205,PURCHASE,44.51,INR,A,0
TXN0009194,45376,CARD00048,MERC00380,ATM WITHDRAWAL,100.0,CAD,A,1
TXN0008646,07-02-2024,CARD00781,MERC00031,PURCHASE,37.82,CAD,A,0
TXN0015465,45308,CARD00610,MERC00247,PURCHASE,319.56,USD,A,0
TXN0010394,45429,CARD00406,MERC00074,PURCHASE,16.21,AUD,A,0
TXN0001337,45294,CARD00553,MERC00049,PURCHASE,$11.87,EUR,A,0
TXN0004634,01-03-2024,CARD00639,MERC00026,PURCHASE,28.45,GBP,A,0
TXN0005704,02-05-2024,CARD00510,MERC00330,PURCHASE,$379.47,INR,A,0
TXN0005449,27-04-2024,CARD00474,MERC00291,PURCHASE,129.58,INR,A,1
TXN0002601,01-04-2024,CARD00621,MERC00074,PURCHASE,60.28,AUD,A,0
TXN0010702,02-06-2024,CARD00699,MERC00349,PURCHASE,67.81,USD,A,0
TXN0008949,18-01-2024,CARD00034,MERC00025,PURCHASE,4.95,USD,A,0
TXN0000441,30-06-2024,CARD00107,MERC00251,PURCHASE,23.67,JPY,A,0
TXN0000047,11-06-2024,CARD00557,MERC00050,PURCHASE,140.64,MXN,A,0
TXN0003234,06-01-2024,CARD00018,MERC00156,PURCHASE,10.57,EUR,A,0
TXN0008770,03-03-2024,CARD00295,MERC00073,PURCHASE,19.37,AUD,A,0
TXN0003903,25-05-2024,CARD00048,MERC00307,PURCHASE,14.64,CAD,A,0
TXN0009762,06-06-2024,CARD00014,MERC00395,ATM WITHDRAWAL,$40.00,CAD,A,1
TXN0007575,45466,CARD00584,MERC00323,PURCHASE,55.0,INR,A,0
TXN0011802,10-01-2024,CARD00275,MERC00087,PURCHASE,8.71,USD,A,0
TXN0015929,25-05-2024,CARD00406,MERC00179,PURCHASE,184.48,AUD,A,0
TXN0007389,27-06-2024,CARD00412,MERC00127,PURCHASE,173.91,GBP,A,0
TXN0008684,03-04-2024,CARD00451,MERC00143,PURCHASE,106.11,USD,A,0
TXN0012236,02-03-2024,CARD00234,MERC00193,PURCHASE,7.73,USD,A,1
TXN0015102,13-06-2024,CARD00697,MERC00185,PURCHASE,115.18,GBP,A,0
TXN0000079,02-06-2024,CARD00291,MERC00168,PURCHASE,19.81,JPY,A,0
TXN0003786,18-03-2024,CARD00479,MERC00373,ATM WITHDRAWAL,40.0,AED,A,1
TXN0005802,45422,CARD00100,MERC00191,PURCHASE,77.86,GBP,A,0
TXN0000504,45426,CARD00175,MERC00274,PURCHASE,$101.58,INR,A,0
TXN0015532,28-01-2024,CARD00512,MERC00229,PURCHASE,52.63,INR,A,0
TXN0008610,27-04-2024,CARD00010,MERC00060,PURCHASE,127.67,GBP,A,0
TXN0006688,15-01-2024,CARD00362,MERC00096,PURCHASE,11.91,EUR,A,0
TXN0007940,22-01-2024,CARD00664,MERC00364,PURCHASE,98.97,JPY,A,0
TXN0002843,24-05-2024,CARD00208,MERC00217,PURCHASE,32.0,BRL,A,0
TXN0008196,08-02-2024,CARD00385,MERC00129,  PURCHASE,38.01,INR,A,0
TXN0006340,30-01-2024,CARD00722,MERC00275,PURCHASE,31.37,AUD,A,1
TXN0002524,45395,CARD00056,MERC00387,ATM WITHDRAWAL,300.0,SGD,A,1
TXN0000187,23-02-2024,CARD00795,MERC00342,PURCHASE,1836.4,USD,A,1
TXN0002533,07-06-2024,CARD00699,MERC00180,BALANCE TRANSFER,640.41,USD,A,0
TXN0009368,13-01-2024,CARD00149,MERC00395,ATM WITHDRAWAL,20.0,INR,A,0
TXN0008261,23-04-2024,CARD00228,MERC00044,PURCHASE,897.81,EUR,A,1
TXN0012593,29-03-2024,CARD00722,MERC00287,PURCHASE,23.58,AUD,A,0
TXN0008936,15-02-2024,CARD00729,MERC00154,PURCHASE,78.3,GBP,A,0
TXN0010763,45440,CARD00695,MERC00091,BALANCE TRANSFER,462.79,JPY,A,0
TXN0003852,31-05-2024,CARD00148,MERC00186,PURCHASE,31.57,EUR,A,0
TXN0007691,19-03-2024,CARD00007,MERC00311,PURCHASE,49.11,AUD,A,0
TXN0014405,23-04-2024,CARD00064,MERC00161,CASH ADVANCE,447.48,INR,A,0
TXN0012457,11-05-2024,CARD00468,MERC00399,ATM WITHDRAWAL,150.0,AUD,A,0
TXN0011758,13-03-2024,CARD00509,MERC00101,PURCHASE,73.18,USD,A,1
TXN0009064,14-05-2024,CARD00198,MERC00184,PURCHASE,29.54,USD,A,0
TXN0015880,10-04-2024,CARD00689,MERC00178,PURCHASE,21.75,GBP,A,0
TXN0006885,06-04-2024,CARD00009,MERC00153,BALANCE TRANSFER,1109.26,USD,A,0
TXN0015677,27-03-2024,CARD00581,MERC00014,PURCHASE,164.78,USD,D,0
TXN0002844,15-06-2024,CARD00739,MERC00164,PURCHASE,$32.12,AUD,A,0
TXN0003096,22-06-2024,CARD00371,MERC00398,ATM WITHDRAWAL,100.0,USD,A,0
TXN0005589,20-05-2024,CARD00766,MERC00189,PURCHASE,19.28,GBP,A,0
TXN0000122,19-01-2024,CARD00523,MERC00242,PURCHASE,313.79,EUR,A,1
TXN0005046,18-05-2024,CARD00743,MERC00095,PURCHASE,60.02,BRL,A,0
TXN0013102,28-03-2024,CARD00088,MERC00209  ,PURCHASE,$67.05,USD,A,0
TXN0007789,03-02-2024,CARD00004,MERC00214,PURCHASE,111.9,AED,A,0
TXN0011252,09-05-2024,CARD00235,MERC00058,PURCHASE,$106.71,AUD,A,1
TXN0011178,11-03-2024,CARD00136,MERC00029  ,PURCHASE,132.3,USD,A,0
TXN0005114,05-03-2024,CARD00782,MERC00197,PURCHASE,304.19,INR,A,0
TXN0002903,09-01-2024,CARD00673,MERC00021,  PURCHASE,42.39,BRL,A,0
TXN0003161,17-05-2024,CARD00591,MERC00292,PURCHASE,28.75,GBP,D,0
TXN0014643,02-01-2024,CARD00248,MERC00174,PURCHASE,60.16,USD,A,0
TXN0008288,07-04-2024,CARD00685,MERC00095,PURCHASE,11.59,BRL,A,0
TXN0006497,29-02-2024,CARD00087,MERC00308,PURCHASE,872.01,USD,A,0
TXN0013164,02-02-2024,  CARD00595,MERC00211,CASH ADVANCE,340.55,INR,A,0
TXN0012531 ,01-04-2024,CARD00275,MERC00331,PURCHASE,333.01,USD,A,0
TXN0009305,14-02-2024,  CARD00717,MERC00276,PURCHASE,4.6,INR,A,0
TXN0011904,29-01-2024,CARD00338,MERC00352,BALANCE TRANSFER,687.94,INR,A,0
TXN0010678,04-01-2024,CARD00463,MERC00372,ATM WITHDRAWAL,60.0,EUR,A,0
TXN0015218,18-06-2024,CARD00430,MERC00271,PURCHASE,$168.71,BRL,A,0
TXN0003801,08-06-2024,CARD00268,MERC00181,PURCHASE,21.57,SGD,A,1
TXN0009613,31-05-2024,CARD00649,MERC00079,PURCHASE,6.87,USD,A,0
TXN0013180,26-06-2024,CARD00391,MERC00056,PURCHASE,200.49,MXN,A,0
TXN0003217,20-05-2024,CARD00706,MERC00376,ATM WITHDRAWAL,40.0,INR,A,0
TXN0000178,16-06-2024,CARD00210,MERC00096,PURCHASE  ,33.81,EUR,A,0
TXN0000039,04-06-2024,CARD00614,MERC00387,ATM WITHDRAWAL,300.0,SGD,A,1
TXN0012653,25-04-2024,CARD00407,  MERC00094,PURCHASE,22.44,USD,D,0
TXN0002432,29-01-2024,CARD00399,MERC00279,PURCHASE,$15.83,USD,A,0
TXN0002139,30-04-2024,  CARD00254,MERC00358,BALANCE TRANSFER,2002.91,MXN,A,0
TXN0014423,45404,CARD00657,MERC00257,BALANCE TRANSFER,285.2,INR,A,0
TXN0008915,19-06-2024,CARD00532,MERC00270,PURCHASE,246.26,USD,A,0
TXN0008375,19-06-2024,CARD00252,MERC00249,PURCHASE,48.8,EUR,A,0
TXN0009351,09-01-2024,CARD00276,MERC00325,PURCHASE,36.19,CAD,A,0
TXN0004643,20-05-2024,CARD00089,MERC00188,PURCHASE ,89.35,USD,A,0
TXN0005985,22-04-2024,CARD00225,MERC00021,PURCHASE,100.1,BRL,A,0
TXN0009121,03-03-2024,CARD00768,MERC00007,CASH ADVANCE,365.97,AUD,D,0
TXN0006054,02-06-2024,CARD00704,MERC00244,PURCHASE,$59.95,AUD,A,0
TXN0002374,10-01-2024,CARD00389,MERC00246,PURCHASE,30.95,USD,A,0
TXN0007253,45399,CARD00467,MERC00026,BALANCE TRANSFER,1415.19,BRL,A,1
TXN0007415,18-01-2024,CARD00690,MERC00230,PURCHASE,10.23,AUD,A,0
TXN0010005,27-04-2024,CARD00331,MERC00053,PURCHASE,317.0,EUR,A,1
TXN0012172,20-06-2024,CARD00635,MERC00326,PURCHASE,173.85,USD,A,0
TXN0013005,02-01-2024,CARD00500  ,MERC00370,PURCHASE,29.42,JPY,D,0
TXN0015704,22-01-2024,CARD00164,MERC00196,PURCHASE,288.73,USD,A,1
TXN0009988,04-01-2024,CARD00748,MERC00203,PURCHASE,111.69,USD,A,0
TXN0000270,13-05-2024,CARD00771,MERC00340,BALANCE TRANSFER,451.73,CAD,D,0
TXN0006148,05-04-2024,CARD00303,MERC00382,ATM WITHDRAWAL,60.0,JPY,A,0
TXN0002213,14-02-2024,CARD00261,MERC00101,PURCHASE,54.16,MXN,A,0
TXN0008397,45459,CARD00753,MERC00252,PURCHASE,274.74,USD,A,0
TXN0000194,05-05-2024,CARD00252,MERC00111,PURCHASE,7.23,EUR,A,0
TXN0013266,19-02-2024,CARD00261,MERC00033,PURCHASE,67.83,MXN,A,0
TXN0009428,14-06-2024,CARD00077,MERC00328,PURCHASE,248.54,CAD,A,0
TXN0006786,28-02-2024,CARD00467,MERC00078,PURCHASE,37.17,BRL,A,0
TXN0007253,45399,CARD00467,MERC00026,BALANCE TRANSFER,1415.19,BRL,A,1
TXN0009403,11-05-2024,CARD00412,MERC00128,CASH ADVANCE,319.22,GBP,A,0
TXN0006524,45414,CARD00158,MERC00079,PURCHASE,$22.76,USD,D,0
TXN0011882,30-04-2024,CARD00701,MERC00249,PURCHASE,112.87,EUR,A,0
TXN0012316,13-05-2024,CARD00472,MERC00024,PURCHASE,182.84,JPY,D,0
TXN0000556,11-01-2024,CARD00512,MERC00255,PURCHASE,45.8,INR,A,1
TXN0011668,12-02-2024,CARD00589,MERC00272,PURCHASE,35.99,GBP,A,0
TXN0007811,01-02-2024,CARD00371,MERC00201,PURCHASE,395.39,USD,A,0
TXN0015547,11-06-2024,CARD00127,MERC00384,ATM WITHDRAWAL,200.0,USD,A,0
TXN0007179,03-03-2024,CARD00344,MERC00103,BALANCE TRANSFER,687.9,INR,A,1
TXN0008905,23-04-2024,CARD00151,MERC00156,PURCHASE,$60.90,EUR,A,0
TXN0006031,01-03-2024,CARD00324,MERC00392,ATM WITHDRAWAL,200.0,USD,A,0
TXN0001188,30-01-2024,CARD00479,MERC00089,PURCHASE,1094.29,AED,A,0
TXN0013128,14-05-2024,CARD00536,MERC00352,PURCHASE,39.83,INR,A,0
TXN0012793,27-01-2024,CARD00600,MERC00153,PURCHASE,6.81,USD,A,0
TXN0008673,45455,CARD00269,MERC00030,PURCHASE,22.47,USD,A,0
TXN0009716,45458,CARD00593,MERC00061,PURCHASE,20.31,BRL,A,0
TXN0002645,45452,CARD00786,MERC00233,PURCHASE,6.44,MXN,A,0
TXN0000222,30-04-2024,CARD00311,MERC00125  ,PURCHASE,43.18,USD,A,0
TXN0014692,11-02-2024,CARD00303,MERC00370,PURCHASE,56.29,JPY,A,0
TXN0010638,23-01-2024,CARD00448,MERC00058,BALANCE TRANSFER,716.99,CAD,A,1
TXN0014791,23-04-2024,CARD00748,MERC00046,  PURCHASE,98.41,USD,A,1
TXN0001939,10-02-2024,CARD00500,MERC00091,PURCHASE,27.22,JPY,A,0
TXN0012589,11-05-2024,CARD00292,MERC00185,PURCHASE,68.16,GBP,A,0
TXN0000702,14-05-2024,CARD00688,MERC00129,PURCHASE  ,18.76,INR,A,0
TXN0014984,06-03-2024,CARD00759,MERC00065,PURCHASE,35.85,INR,A,0
TXN0012450,20-04-2024,CARD00612,MERC00014,PURCHASE,48.99,USD,A,0
TXN0009701,45429,CARD00179,MERC00379,ATM WITHDRAWAL,60.0,BRL,A,0
TXN0004223,22-05-2024,CARD00772,MERC00327,PURCHASE,10.16,EUR,D,0
TXN0015451,45442,CARD00307,MERC00149,PURCHASE,818.89,INR,A,0
TXN0002373,25-05-2024,CARD00219,MERC00343,PURCHASE,17.19,EUR,A,0
TXN0008363,20-01-2024,CARD00399,MERC00147,PURCHASE,$17.70,USD,A,0
TXN0014482,27-02-2024,CARD00047,MERC00268,PURCHASE,202.18,INR,A,0
TXN0015200,45362,  CARD00180,MERC00275,PURCHASE,72.42,USD,A,1
TXN0014014,19-06-2024,CARD00339,MERC00204,PURCHASE,66.45,AUD,A,0
TXN0015379,12-01-2024, CARD00525 ,MERC00122  ,PURCHASE,115.65,EUR,A,0
TXN0011976,24-05-2024,CARD00696,MERC00145,PURCHASE,34.35,INR,A,0
TXN0011450,18-04-2024,CARD00397,MERC00341,BALANCE TRANSFER,457.06,USD,A,0
TXN0015032,05-01-2024,CARD00330,MERC00172,PURCHASE,121.45,JPY,A,0
TXN0003024,05-03-2024,CARD00674,MERC00097,PURCHASE,8.83,EUR,A,0
TXN0005520,45330,CARD00328,MERC00174,PURCHASE,68.92,USD,A,0
TXN0008777,05-02-2024,CARD00383,MERC00398,ATM WITHDRAWAL,20.0,USD,A,0
TXN0007623,06-04-2024,CARD00585,MERC00268,PURCHASE,19.62,INR,D,0
TXN0009831,03-03-2024,CARD00612,MERC00059,PURCHASE,30.88,USD,A,0
TXN0015284,15-05-2024,CARD00304,MERC00182,CASH ADVANCE,294.35,BRL,A,0
TXN0008780,19-02-2024,CARD00346,MERC00078,BALANCE TRANSFER,623.12,BRL,A,0
TXN0001801,45452,CARD00497,MERC00219,CASH ADVANCE,91.55,USD,A,0
TXN0013796,45421,CARD00541,MERC00080,PURCHASE,57.44,SGD,A,0
TXN0012294,09-06-2024,CARD00004,MERC00214,PURCHASE,98.7,AED,A,0
TXN0000426,07-02-2024,CARD00109,MERC00007,PURCHASE,164.21,AUD,A,0
TXN0009568,03-05-2024,CARD00591,MERC00234, PURCHASE ,57.5,GBP,A,0
TXN0010220,45320,CARD00170,MERC00173,PURCHASE,44.06,USD,A,0
TXN0011149,25-01-2024,CARD00063,MERC00024,PURCHASE,101.21,INR,A,1
TXN0001937,45401,CARD00327,MERC00229,PURCHASE,34.66,INR,A,0
TXN0015461,04-02-2024,CARD00280,MERC00022,PURCHASE,56.2,GBP,A,0
TXN0009804,29-06-2024,CARD00772  ,MERC00105,PURCHASE,30.31,EUR,A,0
TXN0000107,03-03-2024,CARD00497,MERC00319,PURCHASE,$136.57,USD,A,0
TXN0005596,17-02-2024,CARD00620,MERC00006,PURCHASE,128.73,BRL,A,0
TXN0002279,45375,CARD00414,MERC00038,PURCHASE,22.52,USD,A,0
TXN0012229,12-03-2024,CARD00459,MERC00354,PURCHASE,25.89,USD,A,0
TXN0004121,45374,CARD00013,MERC00393,ATM WITHDRAWAL,$20.00,USD,A,0
