transaction_id,txn_datetime,card_id,merchant_id,card_type,card_country,merchant_country,merchant_name,transaction_type,channel,amount,currency,status,is_cross_border,is_contactless,is_tokenized,switch_msg_count,is_fraud,fraud_amt,source_system,_ingested_at,Unnamed: 0
TXN0000524,08/31/2024 06:06,CARD00745,MERC00363,Prepaid,AE,AE,Summit Arcade,Purchase,E-commerce,166.64,AED,Approved,N,False,Y,3,False,0.0,ECOM-API,2024-08-31 09:59:04,523
TXN0008813,2025-06-29T15:44:18Z,CARD00246,MERC00385,Debit,CA,GB,Summit ATM,ATM Withdrawal,ATM,100.0,CAD,Approved,Y,False,False,3,False,0.0,POS-GW-3,2025-06-29 16:59:18,8812
TXN0004170,2025-03-30T20:44:43Z,CARD00786,MERC00267,Credit,MX,MX,Silverline Bistro,Purchase,E-commerce,21.09,MXN,Approved,False,N,1,3,0,0.0,ECOM-API,2025-03-31 00:15:43,4169
TXN0006533,2024-11-22 22:53:27,CARD00375,MERC00262,Debit,AE,AE,Coastal Inn,Purchase,  POS,45.05,AED,Approved,False,N,N,3,N,0.0,POS-GW-3,2024-11-23 01:12:27,6532
TXN0008348,2025-01-05T20:07:04Z,CARD00529,MERC00053,Debit,BR,BR,Highland Tech Store,Purchase,POS,878.78,BRL,Approved,0,1,N,3,0,0.0,POS-GW-3,2025-01-05 22:27:04,8347
TXN0002392,2025-11-08 03:40:39,CARD00472,MERC00368,Debit,JP,JP,Brookfield Airlines,Purchase,E-commerce,63.55,JPY,Approved,0,N,Y,3,N,0.0,POS-GW-3,2025-11-08 04:22:39,2391
TXN0013085,2025-01-07T05:47:27Z,CARD00237,MERC00110,Credit,FR,FR,Riverside Tech Store,Purchase,E-commerce,82.4,EUR,Approved,False,N,True,3,N,0.0,ATM-NET,2025-01-07 07:36:27,13084
TXN0000230,2024-10-01T00:21:10Z,CARD00758,MERC00029,Credit,US,US,Summit Department Store,Balance Transfer,E-commerce,"$2,867.10",USD,Approved,N,N,Y,3,N,0.0,ECOM-API,2024-10-01 04:15:10,229
TXN0013008,1754521689,CARD00422,MERC00307,Credit,CA,CA,Crescent Department Store,Purchase,E-commerce,22.97,CAD,Approved,N,N,True,3,N,0.0,ATM-NET,2025-08-07 01:17:09,13007
TXN0006884,2024-11-16T20:55:25Z,CARD00367,MERC00382,Debit,CA,JP,Silverline ATM,ATM Withdrawal,ATM,60.0,CAD,Approved,1,0,N,3,N,0.0,POS-GW-3,2024-11-17 00:40:25,6883
TXN0010276,10/05/2024 10:26,CARD00587,MERC00179,Debit,AU,AU,Silverline Fuel Stop,Purchase,POS,121.54,AUD,Approved,False,1,N,3,0,0.0,ATM-NET,2024-10-05 10:58:48,10275
TXN0009775,2024-11-14T18:26:55Z,CARD00335,MERC00069,Debit,FR,FR,Bluepeak Emporium,Purchase,POS,60.04,EUR,Approved,0,True,1,3,False,0.0,ATM-NET,2024-11-14 18:44:55,9774
TXN0015591,1746545814,CARD00237,MERC00146,Credit,FR,FR,Skyline Inn,Purchase,E-commerce,35.31,EUR,Approved,0,False,1,3,N,0.0,POS-GW-3,2025-05-06 17:47:54,15590
TXN0006732,2024-08-28T16:27:59Z,CARD00641,MERC00057,Prepaid,CA,CA,Lakeside Digital,Purchase,E-commerce,17.1,CAD,Approved,N,0,Y,3,N,0.0,ECOM-API,2024-08-28 18:46:59,6731
TXN0009708,2024-07-19 07:07:59,CARD00491,MERC00182,Credit,BR,BR,Ironwood Air,Purchase,POS,43.09,BRL,Approved,N,N,N,3,N,0.0,ECOM-API,2024-07-19 09:37:59,9707
TXN0012252,2025-08-14T08:11:58Z,CARD00203,MERC00173,Debit,US,US,Silverline Hotel,Purchase,POS,$29.12,USD,Approved,0,1,True,3,N,0.0,POS-GW-3,2025-08-14 11:34:58,12251
TXN0012333,06/19/2025 10:13,CARD00104,MERC00272,Debit,GB,GB,Silverline Entertainment,Purchase,POS,32.85,GBP,Approved,0,True,1,3,0,0.0,ECOM-API,2025-06-19 11:56:54,12332
TXN0002064,2025-06-16T07:58:23Z,CARD00399,MERC00265,Debit,US,US,Skyline Drug Store,Purchase,E-commerce,94.28,USD,Approved,0,N,Y,3,N,0.0,ECOM-API,2025-06-16 08:15:23,2063
TXN0003376,2025-11-27T05:29:39Z,CARD00333,MERC00333,Credit,DE,DE,Skyline Store,Purchase,POS,146.84,EUR,Approved,0,0,1,3,N,0.0,POS-GW-3,2025-11-27 07:10:39,3375
TXN0012866,1765327167,CARD00561,MERC00161,Prepaid,IN,IN,Silverline  Service Station,Purchase,POS,8.5,INR,Approved,0,Y,Y,3,0,0.0,ECOM-API,2025-12-10 02:33:27,12865
TXN0009989,2024-07-06T04:55:43Z,CARD00446,MERC00208,Debit,SG,SG,Coastal Hotel,Purchase,POS,163.65,SGD,Approved,N,Y,N,3,N,0.0,ATM-NET,2024-07-06 08:01:43,9988
TXN0003622,2025-11-14T09:01:48Z,CARD00288,MERC00001,Credit,CA,CA,Silverline Fuel Stop,Purchase,E-commerce,32.87,CAD,Approved,N,N,1,3,N,0.0,ATM-NET,2025-11-14 10:36:48,3621
TXN0007711,2025-06-27 16:21:49,CARD00145,MERC00093,Credit,JP,JP,Greenway Digital,Purchase,POS,25.54,JPY,Approved,N,False,Y,3,N,0.0,POS-GW-3,2025-06-27 16:42:49,7710
TXN0010911,2024-08-02T13:55:01Z,CARD00117,MERC00390,Credit,DE,MX,Cedar ATM  ,ATM Withdrawal,ATM,40.0,EUR,Approved,True,N,0,3,N,0.0,POS-GW-3,2024-08-02 17:19:01,10910
TXN0006769,1764046817,CARD00373,MERC00078,Debit,BR,BR,Highland Arcade,Purchase,POS,10.37,BRL,Approved,N,Y,N,3,False,0.0,ECOM-API,2025-11-25 06:59:17,6768
TXN0005960,2025-02-14T00:39:20Z,CARD00209,MERC00154,Credit,GB,GB,Lakeside Department Store,Purchase,POS,43.9,GBP,Approved,N,Y,True,3,False,0.0,ECOM-API,2025-02-14 02:38:20,5959
TXN0003498,2025-10-02T04:39:02Z,CARD00101,MERC00345,Credit,IN,DE,Skyline Store,Purchase,E-commerce,679.51,INR,Approved,1,False,Y,3,0,0.0,ECOM-API,2025-10-02 07:05:02,3497
TXN0000463,2025-06-23T12:20:25Z,CARD00218,MERC00179,Debit,AU,AU,Silverline Fuel Stop,Purchase,POS,75.06,AUD,Approved,N,Y,Y,3,N,0.0,ATM-NET,2025-06-23 13:04:25,462
TXN0009703,2024-09-14 19:05:44,CARD00695,MERC00251,Debit,JP,JP,Fieldstone Health Mart,Purchase,POS,91.72,JPY,Approved,False,False,N,3,N,0.0,ECOM-API,2024-09-14 19:47:44,9702
TXN0007528,2025-07-04T04:27:13Z,CARD00240,MERC00398,Credit,US,US,Greenway ATM,ATM Withdrawal,ATM,$40.00,USD,Approved,N,N,N,3,N,0.0,ATM-NET,2025-07-04 05:54:13,7527
TXN0009082,2025-06-22T11:32:02Z,CARD00774,MERC00128,Debit,GB,GB,Metro Gas & Go,Purchase,POS,69.79,GBP,Approved,N,True,0,3,0,0.0,ATM-NET,2025-06-22 12:45:02,9081
TXN0002277,11/30/2025 06:27,CARD00236,MERC00378,Debit,DE,DE,Ironwood ATM,ATM Withdrawal,ATM,60.0,EUR,Approved,False,N,N,3,N,0.0,ATM-NET,2025-11-30 09:47:02,2276
TXN0011133,2024-12-23T07:36:35Z,CARD00046,MERC00122,Credit,DE,DE,Cedar Tech Store,Purchase,POS,96.04,EUR,Approved  ,False,False,1,3,N,0.0,ECOM-API,2024-12-23 09:50:35,11132
TXN0009123,2024-11-27T18:09:44Z,CARD00750,MERC00017,Debit,DE,DE,Northgate Games,Purchase,POS,63.06,EUR,Approved,N,N,False,3,False,0.0,POS-GW-3,2024-11-27 18:45:44,9122
TXN0006709,2025-03-11T11:39:38Z,CARD00003,MERC00160,Debit,GB,GB,Union Emporium,Purchase,POS  ,85.91,GBP,Approved,N,Y,True,3,N,0.0,ATM-NET,2025-03-11 14:53:38,6708
TXN0015991,2025-01-28T09:46:58Z,CARD00333,MERC00062,Credit,DE,DE,Ironwood Shop,Purchase,E-commerce,16.68,EUR,Approved,N,N,False,3,False,0.0,POS-GW-3,2025-01-28 09:48:58,15990
TXN0005447,11/13/2024 15:39,CARD00191,MERC00008,Debit,US,US,Greenway Drug Store,Purchase,POS,331.73,USD,Approved,N,Y,False,3,N,0.0,ECOM-API,2024-11-13 19:05:21,5446
TXN0001110,2025-05-18T14:26:00Z,CARD00360,MERC00028,Credit,SG,SG,Silverline Shop,Purchase,POS,23.65,SGD,Approved,False,1,False,3,N,0.0,ECOM-API,2025-05-18 16:37:00,1109
TXN0006052,2025-12-29T20:23:37Z,CARD00550,MERC00284,Credit,US,US,Highland Emporium,Purchase,POS,47.85,USD,Approved,False,True,1,3,False,0.0,ECOM-API,2025-12-29 22:11:37,6051
TXN0009955,2025-04-30 11:24:16,CARD00153,MERC00326,Credit,US,US,Lakeside Shop,Purchase,E-commerce,40.8,USD,Approved,N,False,Y,3,N,0.0,POS-GW-3,2025-04-30 15:05:16,9954
TXN0000868,2025-11-02T23:03:09Z,CARD00368,MERC00174,Credit,US,US,Highland Air,Balance Transfer,POS,"$1,027.84",USD,Approved,0,Y,1,3,False,0.0,ECOM-API,2025-11-03 00:52:09,867
TXN0009448,2025-09-04T03:45:06Z,CARD00245,MERC00087,Debit,US,US,Union Airways,Purchase,POS,233.77,USD,Approved,False,1,Y,3,False,0.0,ECOM-API,2025-09-04 04:37:06,9447
TXN0002708,2024-11-15T15:06:19Z,CARD00754,MERC00358,Debit,MX,MX,Bluepeak Inn,Purchase,POS,349.7,MXN,Approved,N,1,Y,3,False,0.0,ATM-NET,2024-11-15 15:41:19,2707
TXN0015422,2025-12-31T16:01:14Z,CARD00170,MERC00029,Credit,US,US,Summit Department Store,Purchase,E-commerce,50.26,USD,Approved,N,0,Y,3,N,0.0,POS-GW-3,2025-12-31 16:45:14,15421
TXN0015890,2025-12-23T23:31:27Z,CARD00459,MERC00143,Credit,US,US,Bluepeak Games,Purchase,POS,99.09,USD,Approved,N,1,N,3,False,0.0,ECOM-API,2025-12-24 01:18:27,15889
TXN0009096,2025-03-04T21:30:24Z,CARD00634,MERC00201,Debit,US,US,Harborview Resort,Purchase,POS,476.25,USD,Approved,0,Y,N,3,False,0.0,ECOM-API,2025-03-04 22:39:24,9095
TXN0001006,2025-05-05 09:46:04,CARD00326,MERC00165,Debit,IN,CA,Highland Air,Purchase,E-commerce,36.6,INR,Approved,True,False,1,3,N,0.0,POS-GW-3,2025-05-05 09:48:04,1005
TXN0009664,2025-03-10 05:20:32,CARD00637,MERC00343,Credit,DE,DE,Bluepeak Drug Store,Purchase,POS,489.65,EUR,Approved,False,False,Y,3,False,0.0,ECOM-API,2025-03-10 07:31:32,9663
TXN0000015,2024-07-02 18:14:19,CARD00175,MERC00250,Debit,IN,IN,Greenway Emporium,Purchase,POS,110.43,INR,Approved,False,N,N,3,False,0.0,POS-GW-3,2024-07-02 21:22:19,14
TXN0012510,2025-01-13T22:19:05Z,CARD00584,MERC00242,Credit,IN,IN,Metro Market,Purchase,E-commerce,53.2,INR,Approved,0,False,1,3,N,0.0,ECOM-API,2025-01-14 01:16:05,12509
TXN0012264,2024-10-12T01:17:56Z,CARD00162,MERC00257,Debit,IN,IN,Greenway Games,Purchase,E-commerce,10.66,INR,Approved,N,N,True,3,N,0.0,ECOM-API,2024-10-12 01:28:56,12263
TXN0008012,2025-04-15T01:13:02Z,CARD00368,MERC00008,Credit,US,US,Greenway Drug Store,Purchase,POS,26.81,USD,Approved,N,N,True,3,N,0.0,ATM-NET,2025-04-15 02:13:02,8011
TXN0001114,2025-09-23 09:30:19,CARD00751,MERC00383,Prepaid,AU,AU,Old Town ATM,ATM Withdrawal,ATM,200.0,AUD,Approved,N,N,False,3,N,0.0,POS-GW-3,2025-09-23 12:55:19,1113
TXN0008318,2025-12-22 15:55:18,CARD00491,MERC00289,Credit,BR,BR,Metro Health Mart,Purchase,POS  ,70.49,BRL,Approved,0,1,True,3,N,0.0,POS-GW-3,2025-12-22 18:30:18,8317
TXN0013955,2024-12-10T00:04:40Z,CARD00037,MERC00153,Prepaid,US,US,Brookfield Health Mart,Purchase,POS,24.0,USD,Approved,N,True,False,3,N,0.0,ATM-NET,2024-12-10 02:34:40,13954
TXN0011847,2024-09-22T09:02:50Z,CARD00694,MERC00185,Credit,GB,GB,Cedar Market,Purchase,POS,70.44,GBP,Approved,0,Y,N,3,0,0.0,ECOM-API,2024-09-22 10:20:50,11846
TXN0002330,2024-10-25T07:28:31Z,CARD00259,MERC00355,Credit,SG,SG,Ironwood Airlines,Purchase,E-commerce,16.09,SGD,Approved,N,N,1,3,N,0.0,ECOM-API,2024-10-25 10:24:31,2329
TXN0002913,2025-02-03 12:44:45,CARD00271,MERC00073,Credit,AU,AU,Old Town Store,Cash Advance,E-commerce,688.91,AUD,Approved,N,N,True,3,False,0.0,ECOM-API,2025-02-03 13:39:45,2912
TXN0009865,1726992718,CARD00571,MERC00153,Prepaid,US,US,Brookfield Health Mart,Balance Transfer  ,POS,743.23,USD,Approved,N,N,N,3,N,0.0,ECOM-API,2024-09-22 11:57:58,9864
TXN0014393,1737673083,CARD00336,MERC00180,Credit,US,US,Highland General Store  ,Purchase,E-commerce,63.61,USD,Approved,N,False,1,3,N,0.0,ECOM-API,2025-01-24 02:31:03,14392
TXN0007640,2025-06-03 20:32:17,CARD00339,MERC00356,Credit,AU,AU,Greenway Grill,Purchase,E-commerce,40.34,AUD,Approved,N,0,Y,3,N,0.0,ATM-NET,2025-06-03 20:47:17,7639
TXN0013879,2024-07-08T20:39:07Z,CARD00170,MERC00360,Credit,US,CA,Silverline Health Mart,Purchase,POS,12.52,USD,Approved,Y,False,N,3,N,0.0,ECOM-API,2024-07-08 21:21:07,13878
TXN0010170,2024-12-29T05:34:10Z,CARD00464,MERC00053,Credit,BR,BR,Highland Tech Store,Purchase,POS,85.51,BRL,Approved,0,True,False,3,N,0.0,ATM-NET,2024-12-29 06:21:10,10169
TXN0003214,2025-10-27T06:07:16Z,CARD00574,MERC00121,Credit,FR,FR,Lakeside Fresh Foods,Purchase,POS,576.3,EUR,Approved,0,Y,False,3,0,0.0,ECOM-API,2025-10-27 08:26:16,3213
TXN0014135,2025-11-30 15:47:02,CARD00502,MERC00203,Prepaid,US,US,Crescent Retail Co.,Purchase,E-commerce,28.23,USD,Approved,False,N,Y,3,N,0.0,ECOM-API,2025-11-30 18:11:02,14134
TXN0012762,2025-08-10T16:53:53Z,CARD00154,MERC00225,Prepaid,US,US,Summit Airways,Purchase,POS,13.29,USD,  Approved,False,Y,N,3,0,0.0,ECOM-API,2025-08-10 18:39:53,12761
TXN0011088,2024-12-05T01:55:30Z,CARD00115,MERC00019,Debit,MX,MX,Cedar Diner,Purchase,E-commerce,18.88,MXN,Approved,False,N,N,3,N,0.0,POS-GW-3,2024-12-05 04:07:30,11087
TXN0015161,2025-06-25 06:19:13,CARD00681,MERC00398,Debit,US,US,Greenway ATM,ATM Withdrawal,ATM,20.0,USD,Approved,0,0,0,3,N,0.0,ATM-NET,2025-06-25 07:56:13,15160
TXN0015603,2025-03-02 21:18:24,CARD00114,MERC00050,Credit,MX,MX,Ironwood Pharmacy,Purchase,POS,$76.05,MXN,Approved,False,False,Y,3,0,0.0,POS-GW-3,2025-03-03 00:29:24,15602
TXN0005612,1748623508,CARD00585,MERC00386,Debit,IN,IN,Metro ATM  ,ATM Withdrawal,ATM,500.0,INR,Approved,False,N,N,3,0,0.0,ECOM-API,2025-05-30 18:35:08,5611
TXN0001216,2025-09-12T23:51:18Z,CARD00371,MERC00393,Debit,US,US,Cedar ATM,ATM Withdrawal,ATM,20.0,USD,Approved,False,False,N,3,False,0.0,POS-GW-3,2025-09-13 02:11:18,1215
TXN0003164,2025-12-29T09:06:49Z,CARD00008,MERC00290,Prepaid,IN,IN,Silverline Retail Co.,Purchase,E-commerce,46.88,INR,Approved,N,N,Y,3,N,0.0,ECOM-API,2025-12-29 10:35:49,3163
TXN0001977,2024-12-14T21:48:48Z,CARD00332,MERC00346,Credit,MX,MX,Coastal Fuel Stop,Purchase,POS,24.37,MXN,Approved,False,Y,1,3,N,0.0,ATM-NET,2024-12-14 22:19:48,1976
TXN0000008,2025-12-24 17:16:43,CARD00110,MERC00244,Credit,AU,AU,Brookfield Market,Purchase,E-commerce,59.8,AUD,Approved,N,False,False,3,N,0.0,ECOM-API,2025-12-24 19:48:43,7
TXN0000949,2024-07-27 12:38:24,CARD00558,MERC00095,Credit,BR,BR,Old Town Grill,Purchase,POS,23.75,BRL,Approved,0,False,N,3,0,0.0,ECOM-API,2024-07-27 12:53:24,948
TXN0004407,2024-08-31T01:47:56Z,CARD00466,MERC00011,Credit,IN,IN,Silverline Hotel,Purchase,POS,12.43,INR,Approved,0,True,True,3,N,0.0,ECOM-API,2024-08-31 04:33:56,4406
TXN0011319,2024-12-21T23:48:40Z,CARD00629,MERC00148,Debit,US,US,Silverline Department Store,Purchase,POS,82.65,USD,Approved,0,Y,False,3,False,0.0,ECOM-API,2024-12-22 00:28:40,11318
TXN0012202,2025-12-03 07:32:22,CARD00201,MERC00385,Credit,GB,GB,Summit ATM,ATM Withdrawal,ATM,100.0,GBP,Approved,N,N,0,3,False,0.0,ATM-NET,2025-12-03 07:55:22,12201
TXN0006730,2025-11-30T08:18:37Z,CARD00391,MERC00019,Credit,MX,MX,Cedar Diner,Balance Transfer,E-commerce,$960.02,MXN,Approved,0,False,1,3,N,0.0,ATM-NET,2025-11-30 11:31:37,6729
TXN0015366,12/19/2025 23:22,CARD00716,MERC00390,Credit,MX,MX,Cedar ATM,ATM Withdrawal,ATM,60.0,MXN,Approved,N,N,False,3,N,0.0,ECOM-API,2025-12-20 00:55:44,15365
TXN0011284,2025-09-28T07:16:22Z,CARD00270,MERC00387,Credit,SG,AU,Northgate ATM,ATM Withdrawal,ATM,60.0,SGD,Approved,1,N,N,3,N,0.0,ATM-NET,2025-09-28 10:09:22,11283
TXN0009891,2025-05-22 09:07:29,CARD00308,MERC00278,Debit,US,US,Skyline General Store,Purchase,POS,$195.40,USD,Approved,N,True,N,3,N,0.0,POS-GW-3,2025-05-22 12:09:29,9890
TXN0010018,2025-12-01T19:21:46Z,CARD00268,MERC00012,Credit,SG,SG,Meadow Gas & Go,Purchase,POS,32.21,SGD,Approved,False,N,Y,3,0,0.0,POS-GW-3,2025-12-01 20:19:46,10017
TXN0015302,1731733620,CARD00139,MERC00259,Credit,DE,DE,Skyline Inn,Purchase,E-commerce,78.04,EUR,Declined,N,N,0,1,False,0.0,ECOM-API,2024-11-16 07:58:00,15301
TXN0009383,2024-07-26T04:32:57Z,CARD00102,MERC00123,Credit,US,US,Skyline Department Store,Purchase,E-commerce,30.68,USD,Approved,N,False,Y,3,0,0.0,ATM-NET,2024-07-26 07:05:57,9382
TXN0005401,2025-01-21T20:46:05Z,CARD00061,MERC00304,Debit,FR,FR,Silverline Shop,Balance Transfer,POS,530.12,EUR,Approved,False,Y,0,3,False,0.0,ATM-NET,2025-01-21 23:49:05,5400
TXN0014146,2024-12-05T14:28:38Z,CARD00097,MERC00251,Credit,US,JP,Fieldstone Health Mart,Purchase,POS,32.54,USD,Approved,1,N,1,3,N,0.0,ATM-NET,2024-12-05 17:56:38,14145
TXN0003351,1734669981,CARD00257,MERC00004,Debit,SG,SG,Brookfield Arcade,Purchase ,POS,33.09,SGD,Approved,N,False,False,3,False,0.0,POS-GW-3,2024-12-20 07:00:21,3350
TXN0012633,2025-07-31T22:45:05Z,CARD00316,MERC00290,Credit,IN,IN,Silverline Retail Co.,Purchase,POS,36.21,INR,Declined,False,Y,N,1,N,0.0,POS-GW-3,2025-08-01 02:07:05,12632
TXN0014911,11/23/2025 13:42,CARD00579,MERC00063,Credit,BR,BR,Skyline Grill,Purchase,E-commerce,41.28,BRL,Approved,N,N,Y,3,0,0.0,POS-GW-3,2025-11-23 14:39:36,14910
TXN0014959,2024-12-16 15:36:17,CARD00044,MERC00353,Prepaid,AU,AU,Cedar Retail Co.,Purchase,E-commerce,59.97,AUD,Approved,N,N,Y,3,N,0.0,POS-GW-3,2024-12-16 19:04:17,14958
TXN0001659,05/30/2025 03:58,CARD00517,MERC00357,Credit,GB,GB,Ironwood Pharmacy,Purchase,E-commerce,61.39,GBP,Approved,False,False,True,3,N,0.0,POS-GW-3,2025-05-30 05:33:32,1658
TXN0006099,1760147958,CARD00372,MERC00007,Prepaid,AU,AU,Coastal General Store,Purchase,E-commerce,264.55,AUD,Approved,N,N,Y,3,N,0.0,POS-GW-3,2025-10-11 05:15:18,6098
TXN0009932,2025-10-08 09:06:18,CARD00176,MERC00096,Credit,FR,FR,Bluepeak Games,Purchase,E-commerce,$52.71,EUR,Approved,0,0,Y,3,N,0.0,POS-GW-3,2025-10-08 11:29:18,9931
TXN0003050,2024-09-11T06:58:44Z,CARD00229,MERC00400,Credit,BR,BR,Coastal ATM  ,ATM Withdrawal, ATM ,150.0,BRL,Approved,N,N,0,3,N,0.0,ATM-NET,2024-09-11 09:56:44,3049
TXN0003592,2025-11-29 11:16:01,CARD00209,MERC00009,Credit,GB,GB,Coastal Air,Cash Advance,POS,350.2,GBP,Approved,0,N,N,3,N,0.0,ECOM-API,2025-11-29 14:59:01,3591
TXN0006256,2024-10-18T04:34:13Z,CARD00453,MERC00028,Credit,SG,SG,Silverline Shop,Balance Transfer,POS,1043.98,SGD,Declined,N,Y,0,1,False,0.0,ECOM-API,2024-10-18 06:33:13,6255
TXN0000830,2025-01-22 06:09:31,CARD00499,MERC00050,Debit,MX,MX,Ironwood Pharmacy,Cash Advance,POS,$191.16,MXN,Approved,False,N,True,3,0,0.0,ATM-NET,2025-01-22 09:57:31,829
TXN0012715,1727876327,CARD00392,MERC00060,Debit,GB,GB,Summit Games,Purchase,E-commerce,17.8,GBP,Approved,N,0,1,3,N,0.0,ECOM-API,2024-10-02 17:06:47,12714
TXN0005398,1751205916,CARD00576,MERC00024,Debit,JP,JP,Summit Air,Purchase,POS,14.76,JPY,Approved,False,True,0,3,0,0.0,POS-GW-3,2025-06-29 17:21:16,5397
TXN0009744,2024-11-14T13:45:01Z,CARD00655,MERC00158,Credit,FR,FR,Brookfield Airlines,Cash Advance,E-commerce,355.98,EUR,Approved,N,N,1,3,0,0.0,POS-GW-3,2024-11-14 15:30:01,9743
TXN0001493,2025-01-27T19:20:06Z,CARD00392,MERC00128,Debit,GB,GB,Metro Gas & Go,Purchase,POS,32.8,GBP,Approved,N,1,N,3,N,0.0,ATM-NET,2025-01-27 19:51:06,1492
TXN0015170,12/07/2025 16:52,CARD00151,MERC00324,Debit,FR,DE,Summit Airways,Purchase,E-commerce  ,14.68,EUR,Approved,True,N,Y,3,False,0.0,POS-GW-3,2025-12-07 20:35:44,15169
TXN0007302,2025-11-22 01:20:32,CARD00441,MERC00386,Debit,IN,IN,Metro ATM,ATM Withdrawal,ATM,200.0,INR,Approved,0,0,N,3,N,0.0,ECOM-API,2025-11-22 01:50:32,7301
TXN0001828,2024-10-16 02:54:34,CARD00302,MERC00259,Prepaid,DE,DE,Skyline Inn,Purchase,POS,$18.86,EUR,Approved,N,True,1,3,N,0.0,POS-GW-3,2024-10-16 03:57:34,1827
TXN0007459,2025-09-22T11:44:30Z,CARD00470,MERC00202,Credit,US,US,Ironwood Inn,Balance Transfer,POS,600.82,USD,Approved,0,1,Y,3,False,0.0,POS-GW-3,2025-09-22 15:18:30,7458
TXN0005995,08/13/2025 04:59,CARD00280,MERC00234,Prepaid,GB,GB,Riverside Airways,Purchase,E-commerce,66.33,GBP,Approved,0,N,Y,3,N,0.0,ATM-NET,2025-08-13 06:01:19,5994
TXN0011630,2025-05-16 01:10:19,CARD00701,MERC00111,Credit,FR,FR,Ironwood Entertainment,Purchase,POS,119.33,EUR,Approved,0,True,1,3,N,0.0,POS-GW-3,2025-05-16 04:07:19,11629
TXN0003280,2025-05-04T11:28:33Z,CARD00690,MERC00287,Credit,AU,AU,Harborview General Store,Purchase,POS,163.07,AUD,Approved,N,Y,Y,3,N,0.0,ATM-NET,2025-05-04 13:56:33,3279
TXN0001240  ,2025-02-23T06:30:32Z,CARD00696,MERC00100,Debit,IN,IN,Harborview Shop,Purchase,E-commerce,5.08,INR,Approved,N,N,Y,3,False,0.0,ECOM-API,2025-02-23 08:35:32,1239
TXN0002103,2024-07-08T09:47:49Z,CARD00388,MERC00060,Credit,GB,GB,Summit Games,Purchase,E-commerce,18.42,GBP,Declined,N,0,N,1,N,0.0,ATM-NET,2024-07-08 13:40:49,2102
TXN0015389  ,2025-09-09T12:31:12Z,CARD00059,MERC00183,Debit,US,US,Metro Hotel,Purchase,POS,28.38,USD,Approved,N,Y,False,3,0,0.0,ATM-NET,2025-09-09 15:44:12,15388
TXN0000902,1738227512,CARD00341,MERC00074,Debit,AU,AU,Summit Service Station,Purchase,POS,$32.39,AUD,Approved,False,0,True,3,False,0.0,POS-GW-3,2025-01-30 10:09:32,901
TXN0002819,2025-11-03T12:32:17Z,CARD00774,MERC00178,Debit,GB,GB,Northgate Air,Purchase,E-commerce,45.35,GBP,Approved,0,N,Y,3,False,0.0,ECOM-API,2025-11-03 14:24:17,2818
TXN0001919,2024-09-23T07:14:02Z,CARD00150,MERC00330,Debit,IN,IN,Highland Digital,Purchase,POS,144.29,INR,Approved,N,Y,N,3,0,0.0,ATM-NET,2024-09-23 09:26:02,1918
TXN0007317,1767003331,CARD00274,MERC00194,Credit,CA,GB,Cedar Hotel,Purchase,E-commerce,35.94,CAD,Approved,True,0,Y,3,False,0.0,POS-GW-3,2025-12-29 14:05:31,7316
TXN0012620,2024-10-16 04:27:53,CARD00139,MERC00333,Credit,DE,DE,Skyline Store,Purchase,POS,36.12,EUR,Approved,N,False,N,3,N,0.0,POS-GW-3,2024-10-16 05:34:53,12619
TXN0014562,2025-10-16 17:47:08,CARD00048,MERC00371,Prepaid,CA,BR,Meadow ATM,ATM Withdrawal,ATM,100.0,CAD,Approved,True,False,0,3,N,0.0,ECOM-API,2025-10-16 21:43:08,14561
TXN0003226,2025-05-01 20:38:25,CARD00564,MERC00203,Debit,US,US,Crescent Retail Co.,Purchase,E-commerce,64.5,USD,Approved,0,False,False,3,False,0.0,POS-GW-3,2025-05-01 21:27:25,3225
TXN0008460,2024-08-14T14:24:01Z,CARD00466,MERC00389,Credit,IN,IN,Northgate ATM,ATM Withdrawal,ATM,40.0,INR,Approved,N,False,N,3,False,0.0,ECOM-API,2024-08-14 17:35:01,8459
TXN0014248,2025-04-09T15:56:02Z,CARD00570,MERC00112,Credit,IN,IN,  Lakeside Air,Purchase,E-commerce,48.96,INR,Approved,0,N,N,3,N,0.0,ATM-NET,2025-04-09 18:21:02,14247
TXN0008075,2025-02-04 12:14:47,CARD00144,MERC00189,Debit,IN,GB,Skyline Diner,Purchase  ,POS,68.15,INR,Approved,True,True,True,3,0,0.0,ECOM-API,2025-02-04 16:11:47,8074
TXN0000218,2025-01-20T23:29:49Z,CARD00748,MERC00303,Debit,US,US,Riverside Health Mart,Purchase,E-commerce,179.21,USD,Approved,N,False,Y,3,N,0.0,ECOM-API,2025-01-21 03:02:49,217
TXN0002294,2024-10-14T14:35:04Z,CARD00034,MERC00148,Credit,US,US,Silverline Department Store,Purchase,POS,106.11,USD,Approved,False,True,0,3,N,0.0,POS-GW-3,2024-10-14 16:52:04,2293
TXN0004231,2025-03-03 14:07:27,CARD00101,MERC00100,Credit,IN,IN, Harborview Shop ,Purchase,E-commerce,$26.97,INR,Approved,0,0,False,3,False,0.0,POS-GW-3,2025-03-03 17:53:27,4230
